,Polymer,SMILES,afp_C4_C4_C4,afp_C4_C4_O2,afp_C4_C4_F1,afp_C4_O2_C4,afp_F1_C4_O2,afp_F1_C4_F1,bfp_299,bfp_304,bfp_328,bfp_334,bfp_354,bfp_359,mfp_MQNs13,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs26,mfp_MQNs27,mfp_MQNs29,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_tpsa,efp_numatoms_none_H,efp_norm_mol_wt,efp_main_chain_rel,efp_fam_single,efp_4v_main,afp_C3_C4_C4,afp_C4_C4_H1,afp_C4_C4_N3,afp_C4_C3_O1,afp_C4_C3_N3,afp_C3_N3_C4,afp_C4_N3_H1,afp_C3_C4_H1,afp_C3_N3_H1,afp_H1_C4_H1,afp_H1_C4_N3,afp_N3_C3_O1,bfp_197,bfp_208,bfp_215,bfp_223,bfp_225,bfp_289,bfp_312,bfp_313,bfp_340,bfp_349,bfp_355,bfp_360,bfp_373,bfp_388,bfp_402,mfp_MQNs14,mfp_MQNs28,efp_fam_polyamides,efp_3v_main
0,"poly[oxy(1,1,2,2,3,3-hexafluoropropane-1,3-diyl)]",[*]OC(F)(F)C(F)(F)C([*])(F)F,0.1,0.2,0.8,0.1,0.4,0.3,0.9,0.3,1.2,0.4,0.1,0.3,1.0,0.4,0.2,0.1,0.6,0.1,0.3,0.41760351285192243,0.41760351285192243,0.20421417094915437,0.20421417094915428,0.17100075780762497,0.17100075780762528,0.23075,1.0,1.3835000000000008,0.4,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"poly[(decane-1,10-diamine)-alt-(decanedioic acid)]",[*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935483870968,0.0,0.5806451612903226,0.0,0.3225806451612903,0.967741935483871,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.0,0.2903225806451613,0.8017890930956071,0.18888586728915546,0.39834036568489833,0.0935915400236093,0.04931481813414391,0.0493148181341439,0.2346774193548387,0.3870967741935484,0.4550215053763463,0.3548387096774194,0.0,0.0,0.03225806451612903,1.032258064516129,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.2903225806451613,0.06451612903225806,0.03225806451612903,2.032258064516129,0.25806451612903225,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.8709677419354839,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.6129032258064516,0.03225806451612903,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.22580645161290322,0.03225806451612903,0.06451612903225806,1.0,0.09090909090909091
