INDEX,Y,Y_prediction,Y_uncertainties,Mw,Temperature,Shear_Rate,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAliphaticRings,mfp_NumAromaticRings,mfp_tpsa,afp_C2_C4_C4,afp_C2_C4_H1,afp_C3_C3_C3,afp_C3_C3_C4,afp_C3_C3_H1,afp_C3_C3_O1,afp_C3_C3_O2,afp_C3_C3_S2,afp_C3_C3_S4,afp_C3_C4_C3,afp_C3_C4_C4,afp_C3_C4_H1,afp_C3_C4_O2,afp_C3_N3_C4,afp_C3_N3_H1,afp_C3_O2_C3,afp_C3_O2_C4,afp_C3_O2_H1,afp_C3_S2_C3,afp_C3_S4_C3,afp_C3_S4_O1,afp_C4_C2_N1,afp_C4_C3_H1,afp_C4_C3_N3,afp_C4_C3_O1,afp_C4_C3_O2,afp_C4_C4_C4,afp_C4_C4_F1,afp_C4_C4_H1,afp_C4_C4_N3,afp_C4_C4_O2,afp_C4_C4_Si4,afp_C4_N3_H1,afp_C4_O2_C4,afp_C4_Si4_C4,afp_C4_Si4_O2,afp_F1_C4_F1,afp_H1_C4_H1,afp_H1_C4_N3,afp_H1_C4_O2,afp_H1_C4_Si4,afp_N3_C3_O1,afp_O1_C3_O2,afp_O1_S4_O1,afp_O2_C3_O2,afp_O2_Si4_O2,afp_Si4_C4_Si4,afp_Si4_O2_Si4,efp_3v_main,efp_3v_side,efp_4v_main,efp_4v_side,efp_fam_acrylate,efp_fam_carbonateester,efp_fam_ketone,efp_fam_polyamides,efp_fam_single,efp_main_chain_rel,efp_main_chain_ring,efp_norm_mol_wt,efp_numatoms_none_H,efp_ring,efp_ring_dist_shortest,efp_side_chain_abs,bfp_101,bfp_112,bfp_113,bfp_114,bfp_145,bfp_197,bfp_198,bfp_199,bfp_208,bfp_209,bfp_215,bfp_218,bfp_22,bfp_222,bfp_223,bfp_225,bfp_23,bfp_248,bfp_249,bfp_267,bfp_282,bfp_289,bfp_294,bfp_295,bfp_299,bfp_3,bfp_304,bfp_305,bfp_311,bfp_312,bfp_313,bfp_314,bfp_315,bfp_316,bfp_328,bfp_334,bfp_340,bfp_342,bfp_343,bfp_344,bfp_348,bfp_349,bfp_350,bfp_354,bfp_355,bfp_359,bfp_360,bfp_361,bfp_375,bfp_379,bfp_386,bfp_398,bfp_423,bfp_424,bfp_426,bfp_428,bfp_430,bfp_448,bfp_451,bfp_458,bfp_461,bfp_464,bfp_481,bfp_483,bfp_510,bfp_58,bfp_78,bfp_81,bfp_85,bfp_98,bfp_99
121,0.355363601,0.21727365,0.272201412,4300,190,0,0.75,0.25,0.390625,0.140625,0.09375,0.09375,0.6875,0,0,0.1875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.375,0.125,0.625,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.125,0,0.542458333,0.5,0.75,0.2,0.666666667,0,0.6875,0.6875,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.25,0.1875,0,0,0,1.8125,0.75,0,0,0,0,0.625,0.125,0,0,0.375,0,0,0.75,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0
82,5.612783857,5.425825545,1.284759883,436000,200,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,3.716738197,3.724601635,0.261026414,56000,300,16.59389048,0.673477117,0.384067716,0.355295299,0.247704079,0.114573669,0.207357372,0.545454545,0,0,0.272727273,0.272727273,0,0.181818182,0,0,0,0,0,0,0,0.090909091,0,0,0,0.545454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0,0.545454545,0,0.727272727,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0.8,0.819431818,0.636363636,0.857142857,0.333333333,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,1.909090909,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,0,0,0,0,1.090909091,0,0,0.363636364,0.090909091,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,3.725075529,3.946354285,0.267952539,72000,220,622.7679315,0.754433105,0.221099772,0.374158162,0.107491496,0.084301303,0.084301303,0.933333333,0.066666667,0,0,0,0,0.333333333,0.266666667,0.133333333,0,0,0,0,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438333333,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0.066666667,0.266666667,0,0.466666667,0,0,0,0,0,0,0,0,0.466666667,0,0.2,0,0,0.066666667,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0.133333333,0,0.556205556,0.466666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.533333333,0,0.2,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.533333333,0.133333333,0,0,0,0,0.533333333,0,0.066666667,0.066666667,0.333333333,0.066666667,0.066666667,0,0,0,0,0,0.6,0.733333333,0.866666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,-1.256880734,-1.233653215,0.264797324,662.8703162,150,0,0.833333333,0.166666667,0.416666667,0.083333333,0.041666667,0.041666667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2.570470778,2.201902473,0.336926439,9100,160,0,0.75,0.25,0.390625,0.140625,0.09375,0.09375,0.6875,0,0,0.1875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.375,0.125,0.625,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.125,0,0.542458333,0.5,0.75,0.2,0.666666667,0,0.6875,0.6875,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.25,0.1875,0,0,0,1.8125,0.75,0,0,0,0,0.625,0.125,0,0,0.375,0,0,0.75,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0
205,3.712765957,3.721248848,0.326878578,42000,150,0,0.833333333,0.166666667,0.416666667,0.083333333,0.041666667,0.041666667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,4.08583691,4.082344225,0.255208377,64000,300,49.1789447,0.673477117,0.384067716,0.355295299,0.247704079,0.114573669,0.207357372,0.545454545,0,0,0.272727273,0.272727273,0,0.181818182,0,0,0,0,0,0,0,0.090909091,0,0,0,0.545454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0,0.545454545,0,0.727272727,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0.8,0.819431818,0.636363636,0.857142857,0.333333333,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,1.909090909,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,0,0,0,0,1.090909091,0,0,0.363636364,0.090909091,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,7.212187604,7.435251214,3.119784281,1480000,200,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7.974971994,5.888348054,4.939054802,221000,25,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,-0.025029582,0.063059764,0.278072722,3540,190,0,0.75,0.25,0.390625,0.140625,0.09375,0.09375,0.6875,0,0,0.1875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.375,0.125,0.625,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.125,0,0.542458333,0.5,0.75,0.2,0.666666667,0,0.6875,0.6875,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.25,0.1875,0,0,0,1.8125,0.75,0,0,0,0,0.625,0.125,0,0,0.375,0,0,0.75,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0
557,6.212938005,6.074600342,0.255397598,30400,200,2.47618098,0.703780148,0.279537723,0.364261234,0.152140022,0.109465831,0.109465831,0.666666667,0.03030303,0,0.181818182,0.181818182,0,0.181818182,0.181818182,0.090909091,0,0,0,0,0.03030303,0.060606061,0.03030303,0.090909091,0,0.363636364,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0.060606061,0.269166667,0,0,0.363636364,0.121212121,0.484848485,0,0.121212121,0,0,0.03030303,0.121212121,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0.181818182,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0.060606061,0,0.03030303,0,0,0,0.083333333,0,0.083333333,0,1,1,0,0,0,0.363636364,0.666666667,0.642133838,0.575757576,0.631578947,0.333333333,0,0,0,0,0.666666667,0.606060606,0,0,0,0,0,0,0,0,0.363636364,0,0,0,0,0.151515152,0.242424242,0,0,0,0,0,0,0.545454545,0,0,0,0,0.484848485,0,0,0,0.242424242,0.060606061,0,0.727272727,0,0,0.424242424,0,0.060606061,0.03030303,0.484848485,0.03030303,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787878788,0,0,0.727272727,0
22,7.792391689,4.66983541,4.511304762,1480000,150,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6.944482672,6.875532369,1.255433947,108000,25,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2.681241237,4.329876827,2.097462328,64000,175,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,1.904761905,1.923296579,0.267128172,37000,260,469.0988495,0.781866415,0.202919047,0.38676586,0.100070407,0.05414523,0.05414523,0.947368421,0.052631579,0,0,0,0,0.315789474,0.157894737,0.105263158,0,0,0,0,0.052631579,0,0.105263158,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382894737,0,0,0,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0.157894737,0,0.842105263,0.052631579,0,0,0.052631579,0,0,0,0,0.263157895,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0,0.368421053,0,0.496315789,0.421052632,0,0,0,0,0,0,0,0,1.421052632,0,0,0.421052632,0,0.368421053,0,0,0,0.315789474,0.315789474,0,0,0,0,0,0.789473684,0,0,0,0,0.631578947,0,0,0.105263158,0.105263158,0,0,0,0,0.526315789,0.105263158,0,0,0,0,0.578947368,0,0,0.052631579,0.315789474,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1.912087912,1.974023485,0.260199648,37000,260,157.6526043,0.781866415,0.202919047,0.38676586,0.100070407,0.05414523,0.05414523,0.947368421,0.052631579,0,0,0,0,0.315789474,0.157894737,0.105263158,0,0,0,0,0.052631579,0,0.105263158,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382894737,0,0,0,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0.157894737,0,0.842105263,0.052631579,0,0,0.052631579,0,0,0,0,0.263157895,0.105263158,0,0,0.052631579,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0,0.368421053,0,0.496315789,0.421052632,0,0,0,0,0,0,0,0,1.421052632,0,0,0.421052632,0,0.368421053,0,0,0,0.315789474,0.315789474,0,0,0,0,0,0.789473684,0,0,0,0,0.631578947,0,0,0.105263158,0.105263158,0,0,0,0,0.526315789,0.105263158,0,0,0,0,0.578947368,0,0,0.052631579,0.315789474,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,5.493670886,5.479878575,0.26662526,9561.35582,25,0,0.8,0.2,0.4,0.1,0.05,0.05,0.9,0.1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.450766667,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.6,0.6,0,0,0,0,0,0.4,0,0.6,0,0.2,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,4.075601375,4.194767208,0.255214336,183000,200,8.317637711,0.833333333,0.166666667,0.416666667,0.083333333,0.055555556,0.055555556,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,1.111111111,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0.222222222,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.444444444,0.333333333,0,0,0,0,1.333333333,0,0,0,0,0,0.222222222,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0
218,-1.422018349,-1.279343608,0.265990775,511.8982837,150,0,0.833333333,0.166666667,0.416666667,0.083333333,0.041666667,0.041666667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1.755874856,2.266105581,1.121541776,27000,175,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,9.336670109,3.797078735,1.0732812,1397448.953,217,0,0.833333333,0.166666667,0.416666667,0.083333333,0.072916667,0.072916667,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0.833333333,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.166666667,0,0.389638889,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0.666666667,0,0.25,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1.195899652,1.152859518,0.378613479,12300,217,0,0.75,0.25,0.390625,0.140625,0.09375,0.09375,0.6875,0,0,0.1875,0.1875,0,0.1875,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.375,0.125,0.625,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.125,0,0.542458333,0.5,0.75,0.2,0.666666667,0,0.6875,0.6875,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0.25,0.1875,0,0,0,1.8125,0.75,0,0,0,0,0.625,0.125,0,0,0.375,0,0,0.75,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0
402,4.533333333,4.182954675,0.295639013,250000,180,21.91705124,0.701832953,0.257388509,0.34581916,0.123596937,0.0798493,0.0798493,0.888888889,0.111111111,0,0,0,0,0.333333333,0.444444444,0.222222222,0,0,0,0,0.111111111,0.111111111,0.111111111,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730555556,0,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0,0.444444444,0,0.111111111,0,0,0,0,0,0,0.333333333,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0.333333333,0,0.66725,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.222222222,0,0,0.444444444,0.222222222,0,0,0,0,0.444444444,0,0.111111111,0.111111111,0.333333333,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,4.42,4.167556945,0.293709791,250000,180,58.25901377,0.701832953,0.257388509,0.34581916,0.123596937,0.0798493,0.0798493,0.888888889,0.111111111,0,0,0,0,0.333333333,0.444444444,0.222222222,0,0,0,0,0.111111111,0.111111111,0.111111111,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730555556,0,0,0,0,0,0,0,0,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0.111111111,0.111111111,0,0,0.444444444,0,0.111111111,0,0,0,0,0,0,0.333333333,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0.333333333,0,0.66725,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.222222222,0,0,0.444444444,0.222222222,0,0,0,0,0.444444444,0,0.111111111,0.111111111,0.333333333,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
